-0.72094528	0.70785539	-1.004566	-0.86624966	-0.86624966	-1.4202915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.48413244	0	0	0	0	0	0	0	0	0	0	0	0.32002768	-0.019335798	0.25551758	0	1.1795405	1.1795405	0.32002768	-0.019339785	0.2555149	0	0.15275819	0.15275822
0.70037356	0.0029679471	-1.004566	0.29979664	0.29979664	-0.006881077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.55199895	0	0	0	0	0	0	0	0	0	0	0	0.32002768	-1.0993861	-0.89175881	0	-0.90239591	-0.90239594	0.32002768	-1.0993953	-0.89176498	0	-0.08839777	-0.088397833
-0.72094528	-1.4068069	0.51165968	0.88281979	0.88281979	-1.4202915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.90719187	0	0	0	0	0	0	0	0	0	0	0	0.32002768	-0.88328963	-0.66221175	0	-0.62232139	-0.62232144	0.32002768	-0.88329777	-0.66221722	0	-0.79463973	-0.79463972
0.70037356	-1.4068069	-0.49915746	1.4658429	1.4658429	-0.71358628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.19613426	0	0	0	0	0	0	0	0	0	0	0	-1.1375727	-0.19320651	-0.63978476	0	-1.0721061	-1.0721061	-1.1375727	-0.19321133	-0.63979017	0	-1.0852527	-1.0852527
1.411033	0.70785539	0.006251106	0.88281979	0.88281979	1.4065293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2071609	0	0	0	0	0	0	0	0	0	0	0	-1.1375727	-0.66740917	-0.89164407	0	-0.98005166	-0.98005163	-1.1375727	-0.66752426	-0.89170761	0	-0.78733951	-0.78733952
1.411033	-1.4068069	1.0170682	0.88281979	0.88281979	-1.4202915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.1286037	0	0	0	0	0	0	0	0	0	0	0	3.2352285	-1.2612694	-0.77704265	0	-0.13829811	-0.13829811	3.2352285	-1.2612794	-0.77704847	0	-0.30808129	-0.30808134
-0.01028586	0.70785539	1.0170682	0.88281979	0.88281979	-0.71358628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.90951394	0	0	0	0	0	0	0	0	0	0	0	0.32002768	-0.23532426	0.026085171	0	-0.22142409	-0.22142399	0.32002768	-0.23532928	0.026081793	0	-0.54296892	-0.5429689
1.411033	0.0029679471	1.0170682	1.4658429	1.4658429	1.4065293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8893698	0	0	0	0	0	0	0	0	0	0	0	-1.1375727	-0.66730117	-0.89158674	0	-0.87772701	-0.87772703	-1.1375727	-0.66730827	-0.89159291	0	-0.83582207	-0.83582208
-0.01028586	0.0029679471	-1.5099746	1.4658429	1.4658429	0.69982412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6976532	0	0	0	0	0	0	0	0	0	0	0	0.32002768	-1.1270326	-0.92112616	0	-0.49731416	-0.49731406	0.32002768	-1.1270419	-0.92113242	0	-1.3014116	-1.3014116
0.70037356	1.4127428	-1.5099746	0.29979664	0.29979664	-0.006881077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6708884	0	0	0	0	0	0	0	0	0	0	0	0.32002768	-0.88328963	-0.66221175	0	0.47275272	0.47275272	0.32002768	-0.88329777	-0.66221722	0	0.39713229	0.39713223
-0.72094528	1.4127428	-0.49915746	-1.4492728	-1.4492728	-0.71358628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.49406341	0	0	0	0	0	0	0	0	0	0	0	0.32002768	-1.0992781	-0.89164407	0	-0.85960584	-0.85960588	0.32002768	-1.0992873	-0.89165024	0	0.061444201	0.061444095
1.411033	1.4127428	1.0170682	1.4658429	1.4658429	1.4065293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.6769447	0	0	0	0	0	0	0	0	0	0	0	0.32002768	-0.88328963	-0.66221175	0	-0.22579691	-0.22579701	0.32002768	-0.88329777	-0.66221722	0	-0.73759341	-0.73759343
-0.01028586	-1.4068069	0.51165968	-0.86624966	-0.86624966	1.4065293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0449013	0	0	0	0	0	0	0	0	0	0	0	0.32002768	-0.88328963	-0.66221175	0	0.81953483	0.81953483	0.32002768	-0.88329777	-0.66221722	0	1.6291538	1.6291536
0.70037356	1.4127428	-0.49915746	1.4658429	1.4658429	-0.006881077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7831573	0	0	0	0	0	0	0	0	0	0	0	0.32002768	-0.88328963	-0.66221175	0	-0.18363887	-0.18363883	0.32002768	-0.88329777	-0.66221722	0	-0.3716899	-0.37168989
-1.4316047	0.70785539	-0.49915746	1.4658429	1.4658429	-0.006881077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.19613426	0	0	0	0	0	0	0	0	0	0	0	0.32002768	-0.88328963	-0.66221175	0	-0.41592635	-0.4159263	0.32002768	-0.88329777	-0.66221722	0	0.10900167	0.10900166
1.411033	1.4127428	0.51165968	0.88281979	0.88281979	-0.006881077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9857492	0	0	0	0	0	0	0	0	0	0	0	0.32002768	-0.91536392	-0.69628246	0	0.024443679	0.024443651	0.32002768	-0.91537221	-0.69628804	0	-0.38830796	-0.38830784
-0.01028586	0.0029679471	1.5224768	1.4658429	1.4658429	-0.71358628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6976532	0	0	0	0	0	0	0	0	0	0	0	0.32002768	-0.88328963	-0.66221175	0	-0.084988594	-0.08498865	0.32002768	-0.88329777	-0.66221722	0	-1.0330491	-1.0330491
1.411033	0.0029679471	0.006251106	1.4658429	1.4658429	-0.006881077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8893698	0	0	0	0	0	0	0	0	0	0	0	-1.1375727	-0.30876033	-0.70115789	0	-0.64957599	-0.64957604	-1.1375727	-0.3088737	-0.70122085	0	-0.65873253	-0.65873255
-0.01028586	0.0029679471	-1.004566	-1.4492728	-1.4492728	-0.006881077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.62647637	0	0	0	0	0	0	0	0	0	0	0	0.32002768	-0.66730117	-0.43277947	0	0.0024574909	0.0024576079	0.32002768	-0.66730827	-0.43278425	0	0.39236734	0.39236725
-0.72094528	-1.4068069	-1.5099746	1.4658429	1.4658429	1.4065293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.79199257	0	0	0	0	0	0	0	0	0	0	0	0.32002768	-0.56978238	-0.32919079	0	-0.28185106	-0.28185105	0.32002768	-0.56978902	-0.32919525	0	-0.38664845	-0.38664843
0.70037356	1.4127428	0.006251106	-1.4492728	-1.4492728	-0.006881077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.30041433	0	0	0	0	0	0	0	0	0	0	0	0.32002768	-0.88328963	-0.66221175	0	-0.78475798	-0.78475794	0.32002768	-0.88329777	-0.66221722	0	-0.61769256	-0.6176925
1.411033	0.70785539	0.51165968	-0.86624966	-0.86624966	-0.006881077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.71751515	0	0	0	0	0	0	0	0	0	0	0	-1.1375727	-0.15368062	-0.61879168	0	-0.37430474	-0.37430471	-1.1375727	-0.15368525	-0.61879702	0	-0.31718673	-0.31718676
1.411033	0.70785539	-1.5099746	0.29979664	0.29979664	-0.006881077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6708884	0	0	0	0	0	0	0	0	0	0	0	0.32002768	-0.94430637	-0.7270264	0	-0.2686382	-0.26863826	0.32002768	-0.94409881	-0.72680263	0	-0.0071084153	-0.0071085694
