record_id,source,database,event_name,event_year,station_name,station_id,component,component_angle_deg,tectonic_region,magnitude,mechanism,rrup_km,rjb_km,rx_km,vs30_m_per_s,site_class,dt_sec,npts,duration_sec,raw_units,processed_units,pga_g,pgv_cm_s,arias_intensity,significant_duration_5_95_sec,scale_factor,raw_file,processed_file,scaled_file,download_url,citation,license_notes,usable,notes
RSN4883_CHUETSU_690E1EW,PEER,NGA-West2,Chuetsu-oki_ Japan,2007,Niigata Nishi Kaba District,RSN4883,690E1EW,,,6.8,Reverse,29.91,27.83,,254.68,D,0.01,12000,119.99000000000001,g,in/sec^2,0.1633564,13.23503,0.4,51.4,1.0,raw/RSN4883_CHUETSU_690E1EW.AT2,processed/RSN4883_CHUETSU_690E1EW_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=44; horizontal_component=2; vertical_file=RSN4883_CHUETSU_690E1UD.AT2
RSN4889_CHUETSU_6E1C1NS,PEER,NGA-West2,Chuetsu-oki_ Japan,2007,Joetsu Otemachi,RSN4889,6E1C1NS,,,6.8,Reverse,32.94,32.14,,314.57,D,0.01,12000,119.99000000000001,g,in/sec^2,0.2477687,24.86093,0.6,23.3,1.0,raw/RSN4889_CHUETSU_6E1C1NS.AT2,processed/RSN4889_CHUETSU_6E1C1NS_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=45; horizontal_component=1; vertical_file=RSN4889_CHUETSU_6E1C1UD.AT2
RSN4889_CHUETSU_6E1C1EW,PEER,NGA-West2,Chuetsu-oki_ Japan,2007,Joetsu Otemachi,RSN4889,6E1C1EW,,,6.8,Reverse,32.94,32.14,,314.57,D,0.01,12000,119.99000000000001,g,in/sec^2,0.2761666,24.77396,0.6,23.3,1.0,raw/RSN4889_CHUETSU_6E1C1EW.AT2,processed/RSN4889_CHUETSU_6E1C1EW_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=45; horizontal_component=2; vertical_file=RSN4889_CHUETSU_6E1C1UD.AT2
RSN5250_CHUETSU_NIG004NS,PEER,NGA-West2,Chuetsu-oki_ Japan,2007,NIG004,RSN5250,NIG004NS,,,6.8,Reverse,34.45,34.31,,318.62,D,0.01,15500,154.99,g,in/sec^2,0.1032282,4.210155,0.2,20.8,1.0,raw/RSN5250_CHUETSU_NIG004NS.AT2,processed/RSN5250_CHUETSU_NIG004NS_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=46; horizontal_component=1; vertical_file=RSN5250_CHUETSU_NIG004UD.AT2
RSN5250_CHUETSU_NIG004EW,PEER,NGA-West2,Chuetsu-oki_ Japan,2007,NIG004,RSN5250,NIG004EW,,,6.8,Reverse,34.45,34.31,,318.62,D,0.01,15500,154.99,g,in/sec^2,0.09503287,3.926818,0.2,20.8,1.0,raw/RSN5250_CHUETSU_NIG004EW.AT2,processed/RSN5250_CHUETSU_NIG004EW_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=46; horizontal_component=2; vertical_file=RSN5250_CHUETSU_NIG004UD.AT2
RSN5263_CHUETSU_NIG017NS,PEER,NGA-West2,Chuetsu-oki_ Japan,2007,NIG017,RSN5263,NIG017NS,,,6.8,Reverse,20.52,11.2,,274.17,D,0.01,29900,298.99,g,in/sec^2,0.2068126,11.82176,1.4,24.5,1.0,raw/RSN5263_CHUETSU_NIG017NS.AT2,processed/RSN5263_CHUETSU_NIG017NS_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=47; horizontal_component=1; vertical_file=RSN5263_CHUETSU_NIG017UD.AT2
RSN5263_CHUETSU_NIG017EW,PEER,NGA-West2,Chuetsu-oki_ Japan,2007,NIG017,RSN5263,NIG017EW,,,6.8,Reverse,20.52,11.2,,274.17,D,0.01,29900,298.99,g,in/sec^2,0.2461927,19.42482,1.4,24.5,1.0,raw/RSN5263_CHUETSU_NIG017EW.AT2,processed/RSN5263_CHUETSU_NIG017EW_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=47; horizontal_component=2; vertical_file=RSN5263_CHUETSU_NIG017UD.AT2
RSN5265_CHUETSU_NIG019NS,PEER,NGA-West2,Chuetsu-oki_ Japan,2007,NIG019,RSN5265,NIG019NS,,,6.8,Reverse,23.36,15.78,,372.33,C,0.01,30000,299.99,g,in/sec^2,0.3962398,21.15258,2.7,22.8,1.0,raw/RSN5265_CHUETSU_NIG019NS.AT2,processed/RSN5265_CHUETSU_NIG019NS_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=48; horizontal_component=1; vertical_file=RSN5265_CHUETSU_NIG019UD.AT2
RSN5265_CHUETSU_NIG019EW,PEER,NGA-West2,Chuetsu-oki_ Japan,2007,NIG019,RSN5265,NIG019EW,,,6.8,Reverse,23.36,15.78,,372.33,C,0.01,30000,299.99,g,in/sec^2,0.4639203,46.42501,2.7,22.8,1.0,raw/RSN5265_CHUETSU_NIG019EW.AT2,processed/RSN5265_CHUETSU_NIG019EW_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=48; horizontal_component=2; vertical_file=RSN5265_CHUETSU_NIG019UD.AT2
RSN5266_CHUETSU_NIG020NS,PEER,NGA-West2,Chuetsu-oki_ Japan,2007,NIG020,RSN5266,NIG020NS,,,6.8,Reverse,37.16,32.93,,331.63,D,0.01,29600,295.99,g,in/sec^2,0.1319137,6.677519,0.3,29.5,1.0,raw/RSN5266_CHUETSU_NIG020NS.AT2,processed/RSN5266_CHUETSU_NIG020NS_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=49; horizontal_component=1; vertical_file=RSN5266_CHUETSU_NIG020UD.AT2
RSN5266_CHUETSU_NIG020EW,PEER,NGA-West2,Chuetsu-oki_ Japan,2007,NIG020,RSN5266,NIG020EW,,,6.8,Reverse,37.16,32.93,,331.63,D,0.01,29600,295.99,g,in/sec^2,0.1314273,5.786003,0.3,29.5,1.0,raw/RSN5266_CHUETSU_NIG020EW.AT2,processed/RSN5266_CHUETSU_NIG020EW_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=49; horizontal_component=2; vertical_file=RSN5266_CHUETSU_NIG020UD.AT2
RSN5274_CHUETSU_NIG028NS,PEER,NGA-West2,Chuetsu-oki_ Japan,2007,NIG028,RSN5274,NIG028NS,,,6.8,Reverse,23.05,15.32,,430.71,C,0.01,29600,295.99,g,in/sec^2,0.1394474,11.01243,0.4,36.3,1.0,raw/RSN5274_CHUETSU_NIG028NS.AT2,processed/RSN5274_CHUETSU_NIG028NS_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=50; horizontal_component=1; vertical_file=RSN5274_CHUETSU_NIG028UD.AT2
RSN5274_CHUETSU_NIG028EW,PEER,NGA-West2,Chuetsu-oki_ Japan,2007,NIG028,RSN5274,NIG028EW,,,6.8,Reverse,23.05,15.32,,430.71,C,0.01,29600,295.99,g,in/sec^2,0.1306821,11.39163,0.4,36.3,1.0,raw/RSN5274_CHUETSU_NIG028EW.AT2,processed/RSN5274_CHUETSU_NIG028EW_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=50; horizontal_component=2; vertical_file=RSN5274_CHUETSU_NIG028UD.AT2
RSN5284_CHUETSU_NIGH11NS,PEER,NGA-West2,Chuetsu-oki_ Japan,2007,NIGH11,RSN5284,NIGH11NS,,,6.8,Reverse,27.31,21.19,,375.0,C,0.005,60000,299.995,g,in/sec^2,0.1844067,22.54024,0.3,37.8,1.0,raw/RSN5284_CHUETSU_NIGH11NS.AT2,processed/RSN5284_CHUETSU_NIGH11NS_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=51; horizontal_component=1; vertical_file=RSN5284_CHUETSU_NIGH11UD.AT2
RSN5284_CHUETSU_NIGH11EW,PEER,NGA-West2,Chuetsu-oki_ Japan,2007,NIGH11,RSN5284,NIGH11EW,,,6.8,Reverse,27.31,21.19,,375.0,C,0.005,60000,299.995,g,in/sec^2,0.1317689,16.13614,0.3,37.8,1.0,raw/RSN5284_CHUETSU_NIGH11EW.AT2,processed/RSN5284_CHUETSU_NIGH11EW_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=51; horizontal_component=2; vertical_file=RSN5284_CHUETSU_NIGH11UD.AT2
RSN5495_IWATE_AKTH19NS,PEER,NGA-West2,Iwate_ Japan,2008,AKTH19,RSN5495,AKTH19NS,,,6.9,Reverse,34.54,32.28,,287.96,D,0.01,25300,252.99,g,in/sec^2,0.2526542,20.59129,1.2,23.2,1.0,raw/RSN5495_IWATE_AKTH19NS.AT2,processed/RSN5495_IWATE_AKTH19NS_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=52; horizontal_component=1; vertical_file=RSN5495_IWATE_AKTH19UD.AT2
RSN5495_IWATE_AKTH19EW,PEER,NGA-West2,Iwate_ Japan,2008,AKTH19,RSN5495,AKTH19EW,,,6.9,Reverse,34.54,32.28,,287.96,D,0.01,25300,252.99,g,in/sec^2,0.1640833,13.45579,1.2,23.2,1.0,raw/RSN5495_IWATE_AKTH19EW.AT2,processed/RSN5495_IWATE_AKTH19EW_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=52; horizontal_component=2; vertical_file=RSN5495_IWATE_AKTH19UD.AT2
RSN5620_IWATE_IWT012NS,PEER,NGA-West2,Iwate_ Japan,2008,IWT012,RSN5620,IWT012NS,,,6.9,Reverse,20.64,20.47,,264.48,D,0.01,25300,252.99,g,in/sec^2,0.2831218,13.63965,1.9,30.8,1.0,raw/RSN5620_IWATE_IWT012NS.AT2,processed/RSN5620_IWATE_IWT012NS_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=53; horizontal_component=1; vertical_file=RSN5620_IWATE_IWT012UD.AT2
RSN5620_IWATE_IWT012EW,PEER,NGA-West2,Iwate_ Japan,2008,IWT012,RSN5620,IWT012EW,,,6.9,Reverse,20.64,20.47,,264.48,D,0.01,25300,252.99,g,in/sec^2,0.2414528,13.19966,1.9,30.8,1.0,raw/RSN5620_IWATE_IWT012EW.AT2,processed/RSN5620_IWATE_IWT012EW_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=53; horizontal_component=2; vertical_file=RSN5620_IWATE_IWT012UD.AT2
RSN5622_IWATE_IWT014NS,PEER,NGA-West2,Iwate_ Japan,2008,IWT014,RSN5622,IWT014NS,,,6.9,Reverse,37.58,36.75,,314.6,D,0.01,23900,238.99,g,in/sec^2,0.09400861,5.644618,0.2,30.3,1.0,raw/RSN5622_IWATE_IWT014NS.AT2,processed/RSN5622_IWATE_IWT014NS_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=54; horizontal_component=1; vertical_file=RSN5622_IWATE_IWT014UD.AT2
RSN5622_IWATE_IWT014EW,PEER,NGA-West2,Iwate_ Japan,2008,IWT014,RSN5622,IWT014EW,,,6.9,Reverse,37.58,36.75,,314.6,D,0.01,23900,238.99,g,in/sec^2,0.09922381,5.422875,0.2,30.3,1.0,raw/RSN5622_IWATE_IWT014EW.AT2,processed/RSN5622_IWATE_IWT014EW_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=54; horizontal_component=2; vertical_file=RSN5622_IWATE_IWT014UD.AT2
RSN5632_IWATE_IWT025NS,PEER,NGA-West2,Iwate_ Japan,2008,IWT025,RSN5632,IWT025NS,,,6.9,Reverse,37.39,35.31,,442.61,C,0.01,18000,179.99,g,in/sec^2,0.1187178,5.601975,0.2,26.4,1.0,raw/RSN5632_IWATE_IWT025NS.AT2,processed/RSN5632_IWATE_IWT025NS_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=55; horizontal_component=1; vertical_file=RSN5632_IWATE_IWT025UD.AT2
RSN5632_IWATE_IWT025EW,PEER,NGA-West2,Iwate_ Japan,2008,IWT025,RSN5632,IWT025EW,,,6.9,Reverse,37.39,35.31,,442.61,C,0.01,18000,179.99,g,in/sec^2,0.1092751,4.597647,0.2,26.4,1.0,raw/RSN5632_IWATE_IWT025EW.AT2,processed/RSN5632_IWATE_IWT025EW_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=55; horizontal_component=2; vertical_file=RSN5632_IWATE_IWT025UD.AT2
RSN5637_IWATE_IWTH05NS,PEER,NGA-West2,Iwate_ Japan,2008,IWTH05,RSN5637,IWTH05NS,,,6.9,Reverse,38.06,38.05,,429.2,C,0.01,23100,230.99,g,in/sec^2,0.2084116,6.01696,0.8,23.0,1.0,raw/RSN5637_IWATE_IWTH05NS.AT2,processed/RSN5637_IWATE_IWTH05NS_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=56; horizontal_component=1; vertical_file=RSN5637_IWATE_IWTH05UD.AT2
RSN5637_IWATE_IWTH05EW,PEER,NGA-West2,Iwate_ Japan,2008,IWTH05,RSN5637,IWTH05EW,,,6.9,Reverse,38.06,38.05,,429.2,C,0.01,23100,230.99,g,in/sec^2,0.1794262,7.058472,0.8,23.0,1.0,raw/RSN5637_IWATE_IWTH05EW.AT2,processed/RSN5637_IWATE_IWTH05EW_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=56; horizontal_component=2; vertical_file=RSN5637_IWATE_IWTH05UD.AT2
RSN5652_IWATE_IWTH20NS,PEER,NGA-West2,Iwate_ Japan,2008,IWTH20,RSN5652,IWTH20NS,,,6.9,Reverse,20.19,18.74,,288.75,D,0.01,30000,299.99,g,in/sec^2,0.2543433,14.23529,1.2,33.1,1.0,raw/RSN5652_IWATE_IWTH20NS.AT2,processed/RSN5652_IWATE_IWTH20NS_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=57; horizontal_component=1; vertical_file=RSN5652_IWATE_IWTH20UD.AT2
RSN5652_IWATE_IWTH20EW,PEER,NGA-West2,Iwate_ Japan,2008,IWTH20,RSN5652,IWTH20EW,,,6.9,Reverse,20.19,18.74,,288.75,D,0.01,30000,299.99,g,in/sec^2,0.2445251,12.40891,1.2,33.1,1.0,raw/RSN5652_IWATE_IWTH20EW.AT2,processed/RSN5652_IWATE_IWTH20EW_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=57; horizontal_component=2; vertical_file=RSN5652_IWATE_IWTH20UD.AT2
RSN5664_IWATE_MYG005NS,PEER,NGA-West2,Iwate_ Japan,2008,MYG005,RSN5664,MYG005NS,,,6.9,Reverse,13.47,10.71,,361.24,C,0.01,30000,299.99,g,in/sec^2,0.4455556,69.58156,4.2,42.5,1.0,raw/RSN5664_IWATE_MYG005NS.AT2,processed/RSN5664_IWATE_MYG005NS_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=58; horizontal_component=1; vertical_file=RSN5664_IWATE_MYG005UD.AT2
RSN5664_IWATE_MYG005EW,PEER,NGA-West2,Iwate_ Japan,2008,MYG005,RSN5664,MYG005EW,,,6.9,Reverse,13.47,10.71,,361.24,C,0.01,30000,299.99,g,in/sec^2,0.5355095,33.05654,4.2,42.5,1.0,raw/RSN5664_IWATE_MYG005EW.AT2,processed/RSN5664_IWATE_MYG005EW_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=58; horizontal_component=2; vertical_file=RSN5664_IWATE_MYG005UD.AT2
RSN5745_IWATE_YMT002NS,PEER,NGA-West2,Iwate_ Japan,2008,YMT002,RSN5745,YMT002NS,,,6.9,Reverse,38.91,36.92,,365.59,C,0.01,23800,237.99,g,in/sec^2,0.1025677,14.2557,0.1,47.9,1.0,raw/RSN5745_IWATE_YMT002NS.AT2,processed/RSN5745_IWATE_YMT002NS_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=59; horizontal_component=1; vertical_file=RSN5745_IWATE_YMT002UD.AT2
RSN5745_IWATE_YMT002EW,PEER,NGA-West2,Iwate_ Japan,2008,YMT002,RSN5745,YMT002EW,,,6.9,Reverse,38.91,36.92,,365.59,C,0.01,23800,237.99,g,in/sec^2,0.08224072,12.43497,0.1,47.9,1.0,raw/RSN5745_IWATE_YMT002EW.AT2,processed/RSN5745_IWATE_YMT002EW_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=59; horizontal_component=2; vertical_file=RSN5745_IWATE_YMT002UD.AT2
RSN5760_IWATE_YMT017NS,PEER,NGA-West2,Iwate_ Japan,2008,YMT017,RSN5760,YMT017NS,,,6.9,Reverse,36.73,34.61,,410.57,C,0.01,22800,227.99,g,in/sec^2,0.1039854,11.42611,0.1,50.6,1.0,raw/RSN5760_IWATE_YMT017NS.AT2,processed/RSN5760_IWATE_YMT017NS_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=60; horizontal_component=1; vertical_file=RSN5760_IWATE_YMT017UD.AT2
RSN5760_IWATE_YMT017EW,PEER,NGA-West2,Iwate_ Japan,2008,YMT017,RSN5760,YMT017EW,,,6.9,Reverse,36.73,34.61,,410.57,C,0.01,22800,227.99,g,in/sec^2,0.0888447,9.879646,0.1,50.6,1.0,raw/RSN5760_IWATE_YMT017EW.AT2,processed/RSN5760_IWATE_YMT017EW_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=60; horizontal_component=2; vertical_file=RSN5760_IWATE_YMT017UD.AT2
RSN5774_IWATE_54008NS,PEER,NGA-West2,Iwate_ Japan,2008,Nakashinden Town,RSN5774,54008NS,,,6.9,Reverse,29.38,29.37,,276.3,D,0.01,6000,59.99,g,in/sec^2,0.1978591,33.62818,1.0,25.2,1.0,raw/RSN5774_IWATE_54008NS.AT2,processed/RSN5774_IWATE_54008NS_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=61; horizontal_component=1; vertical_file=RSN5774_IWATE_54008UD.AT2
RSN5774_IWATE_54008EW,PEER,NGA-West2,Iwate_ Japan,2008,Nakashinden Town,RSN5774,54008EW,,,6.9,Reverse,29.38,29.37,,276.3,D,0.01,6000,59.99,g,in/sec^2,0.1641553,22.64496,1.0,25.2,1.0,raw/RSN5774_IWATE_54008EW.AT2,processed/RSN5774_IWATE_54008EW_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=61; horizontal_component=2; vertical_file=RSN5774_IWATE_54008UD.AT2
RSN5777_IWATE_54011NS,PEER,NGA-West2,Iwate_ Japan,2008,Shikama Town,RSN5777,54011NS,,,6.9,Reverse,31.87,31.87,,334.55,D,0.01,6000,59.99,g,in/sec^2,0.1485181,25.79581,0.6,25.4,1.0,raw/RSN5777_IWATE_54011NS.AT2,processed/RSN5777_IWATE_54011NS_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=62; horizontal_component=1; vertical_file=RSN5777_IWATE_54011UD.AT2
RSN5777_IWATE_54011EW,PEER,NGA-West2,Iwate_ Japan,2008,Shikama Town,RSN5777,54011EW,,,6.9,Reverse,31.87,31.87,,334.55,D,0.01,6000,59.99,g,in/sec^2,0.1669345,20.51454,0.6,25.4,1.0,raw/RSN5777_IWATE_54011EW.AT2,processed/RSN5777_IWATE_54011EW_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=62; horizontal_component=2; vertical_file=RSN5777_IWATE_54011UD.AT2
RSN5783_IWATE_54026NS,PEER,NGA-West2,Iwate_ Japan,2008,Semine Kurihara City,RSN5783,54026NS,,,6.9,Reverse,28.9,28.9,,362.57,C,0.01,12000,119.99000000000001,g,in/sec^2,0.1604956,14.66933,0.8,20.5,1.0,raw/RSN5783_IWATE_54026NS.AT2,processed/RSN5783_IWATE_54026NS_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=63; horizontal_component=1; vertical_file=RSN5783_IWATE_54026UD.AT2
RSN5783_IWATE_54026EW,PEER,NGA-West2,Iwate_ Japan,2008,Semine Kurihara City,RSN5783,54026EW,,,6.9,Reverse,28.9,28.9,,362.57,C,0.01,12000,119.99000000000001,g,in/sec^2,0.1416631,18.43678,0.8,20.5,1.0,raw/RSN5783_IWATE_54026EW.AT2,processed/RSN5783_IWATE_54026EW_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=63; horizontal_component=2; vertical_file=RSN5783_IWATE_54026UD.AT2
RSN5784_IWATE_54031NS,PEER,NGA-West2,Iwate_ Japan,2008,Sake City,RSN5784,54031NS,,,6.9,Reverse,35.12,35.11,,303.6,D,0.01,6000,59.99,g,in/sec^2,0.1381681,27.03134,0.7,30.7,1.0,raw/RSN5784_IWATE_54031NS.AT2,processed/RSN5784_IWATE_54031NS_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=64; horizontal_component=1; vertical_file=RSN5784_IWATE_54031UD.AT2
RSN5784_IWATE_54031EW,PEER,NGA-West2,Iwate_ Japan,2008,Sake City,RSN5784,54031EW,,,6.9,Reverse,35.12,35.11,,303.6,D,0.01,6000,59.99,g,in/sec^2,0.1052751,22.52546,0.7,30.7,1.0,raw/RSN5784_IWATE_54031EW.AT2,processed/RSN5784_IWATE_54031EW_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=64; horizontal_component=2; vertical_file=RSN5784_IWATE_54031UD.AT2
RSN5785_IWATE_54036NS,PEER,NGA-West2,Iwate_ Japan,2008,Yoneyamacho Tome City,RSN5785,54036NS,,,6.9,Reverse,38.96,38.95,,274.23,D,0.01,6000,59.99,g,in/sec^2,0.1166353,17.25629,0.6,27.4,1.0,raw/RSN5785_IWATE_54036NS.AT2,processed/RSN5785_IWATE_54036NS_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=65; horizontal_component=1; vertical_file=RSN5785_IWATE_54036UD.AT2
RSN5785_IWATE_54036EW,PEER,NGA-West2,Iwate_ Japan,2008,Yoneyamacho Tome City,RSN5785,54036EW,,,6.9,Reverse,38.96,38.95,,274.23,D,0.01,6000,59.99,g,in/sec^2,0.1629423,19.86304,0.6,27.4,1.0,raw/RSN5785_IWATE_54036EW.AT2,processed/RSN5785_IWATE_54036EW_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=65; horizontal_component=2; vertical_file=RSN5785_IWATE_54036UD.AT2
RSN5786_IWATE_54038NS,PEER,NGA-West2,Iwate_ Japan,2008,Minamikatamachi Tore City,RSN5786,54038NS,,,6.9,Reverse,34.52,34.51,,300.21,D,0.01,6000,59.99,g,in/sec^2,0.1802887,36.97492,1.4,24.6,1.0,raw/RSN5786_IWATE_54038NS.AT2,processed/RSN5786_IWATE_54038NS_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=66; horizontal_component=1; vertical_file=RSN5786_IWATE_54038UD.AT2
RSN5786_IWATE_54038EW,PEER,NGA-West2,Iwate_ Japan,2008,Minamikatamachi Tore City,RSN5786,54038EW,,,6.9,Reverse,34.52,34.51,,300.21,D,0.01,6000,59.99,g,in/sec^2,0.1757528,47.88748,1.4,24.6,1.0,raw/RSN5786_IWATE_54038EW.AT2,processed/RSN5786_IWATE_54038EW_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=66; horizontal_component=2; vertical_file=RSN5786_IWATE_54038UD.AT2
RSN5801_IWATE_55442NS,PEER,NGA-West2,Iwate_ Japan,2008,Hirakamachi Asamai Yokote,RSN5801,55442NS,,,6.9,Reverse,36.87,34.76,,325.79,D,0.01,6000,59.99,g,in/sec^2,0.1904029,29.11164,0.7,26.1,1.0,raw/RSN5801_IWATE_55442NS.AT2,processed/RSN5801_IWATE_55442NS_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=67; horizontal_component=1; vertical_file=RSN5801_IWATE_55442UD.AT2
