record_id,source,database,event_name,event_year,station_name,station_id,component,component_angle_deg,tectonic_region,magnitude,mechanism,rrup_km,rjb_km,rx_km,vs30_m_per_s,site_class,dt_sec,npts,duration_sec,raw_units,processed_units,pga_g,pgv_cm_s,arias_intensity,significant_duration_5_95_sec,scale_factor,raw_file,processed_file,scaled_file,download_url,citation,license_notes,usable,notes
RSN1057_NORTHR_SAR270,PEER,NGA-West2,Northridge-01,1994,Playa Del Rey - Saran,RSN1057,SAR270,270,,6.69,Reverse,31.74,24.42,,345.72,D,0.01,4499,44.980000000000004,g,in/sec^2,0.07005391,15.23449,0.3,29.7,1.0,raw/RSN1057_NORTHR_SAR270.AT2,processed/RSN1057_NORTHR_SAR270_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=21; horizontal_component=2; vertical_file=RSN1057_NORTHR_SAR-UP.AT2
RSN1100_KOBE_ABN000,PEER,NGA-West2,Kobe_ Japan,1995,Abeno,RSN1100,ABN000,0,,6.9,strike slip,24.85,24.85,,256.0,D,0.01,14000,139.99,g,in/sec^2,0.2206335,21.23796,0.6,56.4,1.0,raw/RSN1100_KOBE_ABN000.AT2,processed/RSN1100_KOBE_ABN000_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=22; horizontal_component=1; vertical_file=RSN1100_KOBE_ABN-UP.AT2
RSN1100_KOBE_ABN090,PEER,NGA-West2,Kobe_ Japan,1995,Abeno,RSN1100,ABN090,90,,6.9,strike slip,24.85,24.85,,256.0,D,0.01,14000,139.99,g,in/sec^2,0.2309085,24.76369,0.6,56.4,1.0,raw/RSN1100_KOBE_ABN090.AT2,processed/RSN1100_KOBE_ABN090_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=22; horizontal_component=2; vertical_file=RSN1100_KOBE_ABN-UP.AT2
RSN1104_KOBE_FKS000,PEER,NGA-West2,Kobe_ Japan,1995,Fukushima,RSN1104,FKS000,0,,6.9,strike slip,17.85,17.85,,256.0,D,0.01,8000,79.99,g,in/sec^2,0.1845571,31.38868,1.4,35.7,1.0,raw/RSN1104_KOBE_FKS000.AT2,processed/RSN1104_KOBE_FKS000_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=23; horizontal_component=1; vertical_file=RSN1104_KOBE_FKS-UP.AT2
RSN1104_KOBE_FKS090,PEER,NGA-West2,Kobe_ Japan,1995,Fukushima,RSN1104,FKS090,90,,6.9,strike slip,17.85,17.85,,256.0,D,0.01,8000,79.99,g,in/sec^2,0.2150938,30.74546,1.4,35.7,1.0,raw/RSN1104_KOBE_FKS090.AT2,processed/RSN1104_KOBE_FKS090_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=23; horizontal_component=2; vertical_file=RSN1104_KOBE_FKS-UP.AT2
RSN1110_KOBE_MRG000,PEER,NGA-West2,Kobe_ Japan,1995,Morigawachi,RSN1110,MRG000,0,,6.9,strike slip,24.78,24.78,,256.0,D,0.01,19806,198.05,g,in/sec^2,0.2141032,27.03476,1.2,55.2,1.0,raw/RSN1110_KOBE_MRG000.AT2,processed/RSN1110_KOBE_MRG000_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=24; horizontal_component=1; vertical_file=RSN1110_KOBE_MRG-UP.AT2
RSN1110_KOBE_MRG090,PEER,NGA-West2,Kobe_ Japan,1995,Morigawachi,RSN1110,MRG090,90,,6.9,strike slip,24.78,24.78,,256.0,D,0.01,19806,198.05,g,in/sec^2,0.1270065,23.69651,1.2,55.2,1.0,raw/RSN1110_KOBE_MRG090.AT2,processed/RSN1110_KOBE_MRG090_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=24; horizontal_component=2; vertical_file=RSN1110_KOBE_MRG-UP.AT2
RSN1118_KOBE_TDO000,PEER,NGA-West2,Kobe_ Japan,1995,Tadoka,RSN1118,TDO000,0,,6.9,strike slip,31.69,31.69,,312.0,D,0.01,14000,139.99,g,in/sec^2,0.2960222,24.47731,1.4,43.8,1.0,raw/RSN1118_KOBE_TDO000.AT2,processed/RSN1118_KOBE_TDO000_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=25; horizontal_component=1; vertical_file=RSN1118_KOBE_TDO-UP.AT2
RSN1118_KOBE_TDO090,PEER,NGA-West2,Kobe_ Japan,1995,Tadoka,RSN1118,TDO090,90,,6.9,strike slip,31.69,31.69,,312.0,D,0.01,14000,139.99,g,in/sec^2,0.1942156,14.71225,1.4,43.8,1.0,raw/RSN1118_KOBE_TDO090.AT2,processed/RSN1118_KOBE_TDO090_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=25; horizontal_component=2; vertical_file=RSN1118_KOBE_TDO-UP.AT2
RSN1121_KOBE_YAE000,PEER,NGA-West2,Kobe_ Japan,1995,Yae,RSN1121,YAE000,0,,6.9,strike slip,27.77,27.77,,256.0,D,0.01,8903,89.02,g,in/sec^2,0.1576342,21.18227,1.1,44.2,1.0,raw/RSN1121_KOBE_YAE000.AT2,processed/RSN1121_KOBE_YAE000_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=26; horizontal_component=1; vertical_file=RSN1121_KOBE_YAE-UP.AT2
RSN1121_KOBE_YAE090,PEER,NGA-West2,Kobe_ Japan,1995,Yae,RSN1121,YAE090,90,,6.9,strike slip,27.77,27.77,,256.0,D,0.01,8903,89.02,g,in/sec^2,0.1472147,21.72415,1.1,44.2,1.0,raw/RSN1121_KOBE_YAE090.AT2,processed/RSN1121_KOBE_YAE090_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=26; horizontal_component=2; vertical_file=RSN1121_KOBE_YAE-UP.AT2
RSN3753_LANDERS_FVR045,PEER,NGA-West2,Landers,1992,Fun Valley,RSN3753,FVR045,45,,7.28,strike slip,25.02,25.02,,388.63,C,0.005,11293,56.46,g,in/sec^2,0.2158879,24.14481,1.2,29.6,1.0,raw/RSN3753_LANDERS_FVR045.AT2,processed/RSN3753_LANDERS_FVR045_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=27; horizontal_component=1; vertical_file=RSN3753_LANDERS_FVR-UP.AT2
RSN3753_LANDERS_FVR135,PEER,NGA-West2,Landers,1992,Fun Valley,RSN3753,FVR135,135,,7.28,strike slip,25.02,25.02,,388.63,C,0.005,11292,56.455,g,in/sec^2,0.2061067,17.39114,1.2,29.6,1.0,raw/RSN3753_LANDERS_FVR135.AT2,processed/RSN3753_LANDERS_FVR135_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=27; horizontal_component=2; vertical_file=RSN3753_LANDERS_FVR-UP.AT2
RSN3757_LANDERS_NPF090,PEER,NGA-West2,Landers,1992,North Palm Springs Fire Sta #36,RSN3757,NPF090,90,,7.28,strike slip,26.95,26.95,,367.84,C,0.005,11176,55.875,g,in/sec^2,0.1389106,14.59827,0.7,35.9,1.0,raw/RSN3757_LANDERS_NPF090.AT2,processed/RSN3757_LANDERS_NPF090_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=28; horizontal_component=1; vertical_file=RSN3757_LANDERS_NPF-UP.AT2
RSN3757_LANDERS_NPF180,PEER,NGA-West2,Landers,1992,North Palm Springs Fire Sta #36,RSN3757,NPF180,180,,7.28,strike slip,26.95,26.95,,367.84,C,0.005,11176,55.875,g,in/sec^2,0.1386994,11.53186,0.7,35.9,1.0,raw/RSN3757_LANDERS_NPF180.AT2,processed/RSN3757_LANDERS_NPF180_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=28; horizontal_component=2; vertical_file=RSN3757_LANDERS_NPF-UP.AT2
RSN3758_LANDERS_TPP045,PEER,NGA-West2,Landers,1992,Thousand Palms Post Office,RSN3758,TPP045,45,,7.28,strike slip,36.93,36.93,,333.89,D,0.005,11383,56.910000000000004,g,in/sec^2,0.1003222,20.1809,0.5,38.7,1.0,raw/RSN3758_LANDERS_TPP045.AT2,processed/RSN3758_LANDERS_TPP045_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=29; horizontal_component=1; vertical_file=RSN3758_LANDERS_TPP-UP.AT2
RSN3758_LANDERS_TPP135,PEER,NGA-West2,Landers,1992,Thousand Palms Post Office,RSN3758,TPP135,135,,7.28,strike slip,36.93,36.93,,333.89,D,0.005,11383,56.910000000000004,g,in/sec^2,0.1163723,13.84353,0.5,38.7,1.0,raw/RSN3758_LANDERS_TPP135.AT2,processed/RSN3758_LANDERS_TPP135_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=29; horizontal_component=2; vertical_file=RSN3758_LANDERS_TPP-UP.AT2
RSN3759_LANDERS_WWT180,PEER,NGA-West2,Landers,1992,Whitewater Trout Farm,RSN3759,WWT180,180,,7.28,strike slip,27.05,27.05,,425.02,C,0.005,11320,56.595,g,in/sec^2,0.1228121,9.770635,0.6,33.4,1.0,raw/RSN3759_LANDERS_WWT180.AT2,processed/RSN3759_LANDERS_WWT180_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=30; horizontal_component=1; vertical_file=RSN3759_LANDERS_WWT-UP.AT2
RSN3759_LANDERS_WWT270,PEER,NGA-West2,Landers,1992,Whitewater Trout Farm,RSN3759,WWT270,270,,7.28,strike slip,27.05,27.05,,425.02,C,0.005,11319,56.59,g,in/sec^2,0.1235068,6.815729,0.6,33.4,1.0,raw/RSN3759_LANDERS_WWT270.AT2,processed/RSN3759_LANDERS_WWT270_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=30; horizontal_component=2; vertical_file=RSN3759_LANDERS_WWT-UP.AT2
RSN3884_TOTTORI_HRS021NS,PEER,NGA-West2,Tottori_ Japan,2000,HRS021,RSN3884,HRS021NS,,,6.61,strike slip,36.33,36.32,,409.29,C,0.01,29983,299.82,g,in/sec^2,0.254709,6.384159,1.3,20.6,1.0,raw/RSN3884_TOTTORI_HRS021NS.AT2,processed/RSN3884_TOTTORI_HRS021NS_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=31; horizontal_component=1; vertical_file=RSN3884_TOTTORI_HRS021UD.AT2
RSN3884_TOTTORI_HRS021EW,PEER,NGA-West2,Tottori_ Japan,2000,HRS021,RSN3884,HRS021EW,,,6.61,strike slip,36.33,36.32,,409.29,C,0.01,29983,299.82,g,in/sec^2,0.2607513,6.868433,1.3,20.6,1.0,raw/RSN3884_TOTTORI_HRS021EW.AT2,processed/RSN3884_TOTTORI_HRS021EW_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=31; horizontal_component=2; vertical_file=RSN3884_TOTTORI_HRS021UD.AT2
RSN3908_TOTTORI_OKY005NS,PEER,NGA-West2,Tottori_ Japan,2000,OKY005,RSN3908,OKY005NS,,,6.61,strike slip,28.82,28.81,,293.37,D,0.01,29980,299.79,g,in/sec^2,0.289002,12.40927,0.8,24.0,1.0,raw/RSN3908_TOTTORI_OKY005NS.AT2,processed/RSN3908_TOTTORI_OKY005NS_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=32; horizontal_component=1; vertical_file=RSN3908_TOTTORI_OKY005UD.AT2
RSN3908_TOTTORI_OKY005EW,PEER,NGA-West2,Tottori_ Japan,2000,OKY005,RSN3908,OKY005EW,,,6.61,strike slip,28.82,28.81,,293.37,D,0.01,29980,299.79,g,in/sec^2,0.3371893,19.77807,0.8,24.0,1.0,raw/RSN3908_TOTTORI_OKY005EW.AT2,processed/RSN3908_TOTTORI_OKY005EW_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=32; horizontal_component=2; vertical_file=RSN3908_TOTTORI_OKY005UD.AT2
RSN3936_TOTTORI_SMN004NS,PEER,NGA-West2,Tottori_ Japan,2000,SMN004,RSN3936,SMN004NS,,,6.61,strike slip,34.64,34.64,,281.4,D,0.01,29980,299.79,g,in/sec^2,0.1417497,8.607606,0.4,21.1,1.0,raw/RSN3936_TOTTORI_SMN004NS.AT2,processed/RSN3936_TOTTORI_SMN004NS_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=33; horizontal_component=1; vertical_file=RSN3936_TOTTORI_SMN004UD.AT2
RSN3936_TOTTORI_SMN004EW,PEER,NGA-West2,Tottori_ Japan,2000,SMN004,RSN3936,SMN004EW,,,6.61,strike slip,34.64,34.64,,281.4,D,0.01,29980,299.79,g,in/sec^2,0.181722,5.226773,0.4,21.1,1.0,raw/RSN3936_TOTTORI_SMN004EW.AT2,processed/RSN3936_TOTTORI_SMN004EW_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=33; horizontal_component=2; vertical_file=RSN3936_TOTTORI_SMN004UD.AT2
RSN3969_TOTTORI_TTRH04NS,PEER,NGA-West2,Tottori_ Japan,2000,TTRH04,RSN3969,TTRH04NS,,,6.61,strike slip,32.75,32.75,,254.26,D,0.005,60000,299.995,g,in/sec^2,0.1875716,16.85575,0.5,21.7,1.0,raw/RSN3969_TOTTORI_TTRH04NS.AT2,processed/RSN3969_TOTTORI_TTRH04NS_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=34; horizontal_component=1; vertical_file=RSN3969_TOTTORI_TTRH04UD.AT2
RSN3969_TOTTORI_TTRH04EW,PEER,NGA-West2,Tottori_ Japan,2000,TTRH04,RSN3969,TTRH04EW,,,6.61,strike slip,32.75,32.75,,254.26,D,0.005,60000,299.995,g,in/sec^2,0.2101867,12.49544,0.5,21.7,1.0,raw/RSN3969_TOTTORI_TTRH04EW.AT2,processed/RSN3969_TOTTORI_TTRH04EW_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=34; horizontal_component=2; vertical_file=RSN3969_TOTTORI_TTRH04UD.AT2
RSN4840_CHUETSU_65003NS,PEER,NGA-West2,Chuetsu-oki_ Japan,2007,Joetsu Kita,RSN4840,65003NS,,,6.8,Reverse,29.45,28.97,,334.01,D,0.01,6000,59.99,g,in/sec^2,0.09089093,12.97351,0.4,30.8,1.0,raw/RSN4840_CHUETSU_65003NS.AT2,processed/RSN4840_CHUETSU_65003NS_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=35; horizontal_component=1; vertical_file=RSN4840_CHUETSU_65003UD.AT2
RSN4840_CHUETSU_65003EW,PEER,NGA-West2,Chuetsu-oki_ Japan,2007,Joetsu Kita,RSN4840,65003EW,,,6.8,Reverse,29.45,28.97,,334.01,D,0.01,6000,59.99,g,in/sec^2,0.1762763,25.69651,0.4,30.8,1.0,raw/RSN4840_CHUETSU_65003EW.AT2,processed/RSN4840_CHUETSU_65003EW_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=35; horizontal_component=2; vertical_file=RSN4840_CHUETSU_65003UD.AT2
RSN4849_CHUETSU_65012NS,PEER,NGA-West2,Chuetsu-oki_ Japan,2007,Kubikiku Hyakken Joetsu City,RSN4849,65012NS,,,6.8,Reverse,22.18,20.71,,342.74,D,0.01,6000,59.99,g,in/sec^2,0.2528935,43.86643,0.8,25.7,1.0,raw/RSN4849_CHUETSU_65012NS.AT2,processed/RSN4849_CHUETSU_65012NS_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=36; horizontal_component=1; vertical_file=RSN4849_CHUETSU_65012UD.AT2
RSN4849_CHUETSU_65012EW,PEER,NGA-West2,Chuetsu-oki_ Japan,2007,Kubikiku Hyakken Joetsu City,RSN4849,65012EW,,,6.8,Reverse,22.18,20.71,,342.74,D,0.01,6000,59.99,g,in/sec^2,0.2136993,38.61501,0.8,25.7,1.0,raw/RSN4849_CHUETSU_65012EW.AT2,processed/RSN4849_CHUETSU_65012EW_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=36; horizontal_component=2; vertical_file=RSN4849_CHUETSU_65012UD.AT2
RSN4853_CHUETSU_65019NS,PEER,NGA-West2,Chuetsu-oki_ Japan,2007,Joetsu City,RSN4853,65019NS,,,6.8,Reverse,27.9,25.68,,294.71,D,0.01,6000,59.99,g,in/sec^2,0.2103723,34.8373,1.3,28.2,1.0,raw/RSN4853_CHUETSU_65019NS.AT2,processed/RSN4853_CHUETSU_65019NS_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=37; horizontal_component=1; vertical_file=RSN4853_CHUETSU_65019UD.AT2
RSN4853_CHUETSU_65019EW,PEER,NGA-West2,Chuetsu-oki_ Japan,2007,Joetsu City,RSN4853,65019EW,,,6.8,Reverse,27.9,25.68,,294.71,D,0.01,6000,59.99,g,in/sec^2,0.2739151,40.39031,1.3,28.2,1.0,raw/RSN4853_CHUETSU_65019EW.AT2,processed/RSN4853_CHUETSU_65019EW_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=37; horizontal_component=2; vertical_file=RSN4853_CHUETSU_65019UD.AT2
RSN4857_CHUETSU_65027NS,PEER,NGA-West2,Chuetsu-oki_ Japan,2007,Kamo Kouiti Town,RSN4857,65027NS,,,6.8,Reverse,33.86,29.15,,366.23,C,0.01,6000,59.99,g,in/sec^2,0.07594465,12.87741,0.3,30.8,1.0,raw/RSN4857_CHUETSU_65027NS.AT2,processed/RSN4857_CHUETSU_65027NS_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=38; horizontal_component=1; vertical_file=RSN4857_CHUETSU_65027UD.AT2
RSN4857_CHUETSU_65027EW,PEER,NGA-West2,Chuetsu-oki_ Japan,2007,Kamo Kouiti Town,RSN4857,65027EW,,,6.8,Reverse,33.86,29.15,,366.23,C,0.01,6000,59.99,g,in/sec^2,0.08538492,13.02661,0.3,30.8,1.0,raw/RSN4857_CHUETSU_65027EW.AT2,processed/RSN4857_CHUETSU_65027EW_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=38; horizontal_component=2; vertical_file=RSN4857_CHUETSU_65027UD.AT2
RSN4859_CHUETSU_65029NS,PEER,NGA-West2,Chuetsu-oki_ Japan,2007,Mitsuke Kazuiti Arita Town,RSN4859,65029NS,,,6.8,Reverse,20.33,11.35,,274.23,D,0.01,6000,59.99,g,in/sec^2,0.1079296,19.19305,0.8,29.4,1.0,raw/RSN4859_CHUETSU_65029NS.AT2,processed/RSN4859_CHUETSU_65029NS_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=39; horizontal_component=1; vertical_file=RSN4859_CHUETSU_65029UD.AT2
RSN4859_CHUETSU_65029EW,PEER,NGA-West2,Chuetsu-oki_ Japan,2007,Mitsuke Kazuiti Arita Town,RSN4859,65029EW,,,6.8,Reverse,20.33,11.35,,274.23,D,0.01,6000,59.99,g,in/sec^2,0.1247492,22.73402,0.8,29.4,1.0,raw/RSN4859_CHUETSU_65029EW.AT2,processed/RSN4859_CHUETSU_65029EW_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=39; horizontal_component=2; vertical_file=RSN4859_CHUETSU_65029UD.AT2
RSN4860_CHUETSU_65033NS,PEER,NGA-West2,Chuetsu-oki_ Japan,2007,Sanjo Shinbori,RSN4860,65033NS,,,6.8,Reverse,23.18,15.89,,278.12,D,0.01,6000,59.99,g,in/sec^2,0.3228605,28.99107,2.0,23.2,1.0,raw/RSN4860_CHUETSU_65033NS.AT2,processed/RSN4860_CHUETSU_65033NS_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=40; horizontal_component=1; vertical_file=RSN4860_CHUETSU_65033UD.AT2
RSN4860_CHUETSU_65033EW,PEER,NGA-West2,Chuetsu-oki_ Japan,2007,Sanjo Shinbori,RSN4860,65033EW,,,6.8,Reverse,23.18,15.89,,278.12,D,0.01,6000,59.99,g,in/sec^2,0.2619311,18.53303,2.0,23.2,1.0,raw/RSN4860_CHUETSU_65033EW.AT2,processed/RSN4860_CHUETSU_65033EW_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=40; horizontal_component=2; vertical_file=RSN4860_CHUETSU_65033UD.AT2
RSN4862_CHUETSU_65035NS,PEER,NGA-West2,Chuetsu-oki_ Japan,2007,Shiura Nagaoka,RSN4862,65035NS,,,6.8,Reverse,20.17,10.61,,336.93,D,0.01,6000,59.99,g,in/sec^2,0.215509,26.58104,1.1,25.3,1.0,raw/RSN4862_CHUETSU_65035NS.AT2,processed/RSN4862_CHUETSU_65035NS_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=41; horizontal_component=1; vertical_file=RSN4862_CHUETSU_65035UD.AT2
RSN4862_CHUETSU_65035EW,PEER,NGA-West2,Chuetsu-oki_ Japan,2007,Shiura Nagaoka,RSN4862,65035EW,,,6.8,Reverse,20.17,10.61,,336.93,D,0.01,6000,59.99,g,in/sec^2,0.2290922,22.1429,1.1,25.3,1.0,raw/RSN4862_CHUETSU_65035EW.AT2,processed/RSN4862_CHUETSU_65035EW_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=41; horizontal_component=2; vertical_file=RSN4862_CHUETSU_65035UD.AT2
RSN4880_CHUETSU_65085NS,PEER,NGA-West2,Chuetsu-oki_ Japan,2007,Hinodecho Yoshida Tsubame City,RSN4880,65085NS,,,6.8,Reverse,24.42,20.44,,261.55,D,0.01,6000,59.99,g,in/sec^2,0.1116646,11.69242,0.4,32.1,1.0,raw/RSN4880_CHUETSU_65085NS.AT2,processed/RSN4880_CHUETSU_65085NS_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=42; horizontal_component=1; vertical_file=RSN4880_CHUETSU_65085UD.AT2
RSN4880_CHUETSU_65085EW,PEER,NGA-West2,Chuetsu-oki_ Japan,2007,Hinodecho Yoshida Tsubame City,RSN4880,65085EW,,,6.8,Reverse,24.42,20.44,,261.55,D,0.01,6000,59.99,g,in/sec^2,0.125393,17.243,0.4,32.1,1.0,raw/RSN4880_CHUETSU_65085EW.AT2,processed/RSN4880_CHUETSU_65085EW_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=42; horizontal_component=2; vertical_file=RSN4880_CHUETSU_65085UD.AT2
RSN4882_CHUETSU_65321NS,PEER,NGA-West2,Chuetsu-oki_ Japan,2007,Ojiya City,RSN4882,65321NS,,,6.8,Reverse,23.44,15.89,,430.16,C,0.01,12000,119.99000000000001,g,in/sec^2,0.2662676,16.99393,1.8,22.7,1.0,raw/RSN4882_CHUETSU_65321NS.AT2,processed/RSN4882_CHUETSU_65321NS_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=43; horizontal_component=1; vertical_file=RSN4882_CHUETSU_65321UD.AT2
RSN4882_CHUETSU_65321EW,PEER,NGA-West2,Chuetsu-oki_ Japan,2007,Ojiya City,RSN4882,65321EW,,,6.8,Reverse,23.44,15.89,,430.16,C,0.01,12000,119.99000000000001,g,in/sec^2,0.3961962,28.71926,1.8,22.7,1.0,raw/RSN4882_CHUETSU_65321EW.AT2,processed/RSN4882_CHUETSU_65321EW_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=43; horizontal_component=2; vertical_file=RSN4882_CHUETSU_65321UD.AT2
RSN4883_CHUETSU_690E1NS,PEER,NGA-West2,Chuetsu-oki_ Japan,2007,Niigata Nishi Kaba District,RSN4883,690E1NS,,,6.8,Reverse,29.91,27.83,,254.68,D,0.01,12000,119.99000000000001,g,in/sec^2,0.1335938,14.21324,0.4,51.4,1.0,raw/RSN4883_CHUETSU_690E1NS.AT2,processed/RSN4883_CHUETSU_690E1NS_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=44; horizontal_component=1; vertical_file=RSN4883_CHUETSU_690E1UD.AT2
